Job_Role,Company,Location,Job Experience,Skills/Description
Entity Management Quality Control Analyst,IHS Markit,Hyderabad/Secunderabad,2-5,"IT Skills, Project Management, BPO, project management, Corporate actions, Excel, Aerospace, IHS"
MIS Analyst,GlobalLogic,"Gurgaon/Gurugram(Gwal Pahari), Delhi / NCR",1-4,"Database Maintenance, data studio, Spreadsheets, MIS, Advanced Analytics, Presentation, Tableau, data analysis"
Analyst-Lending Operations,Accenture,Chennai,3-5,"IT Skills, Cloud, Loans, Financial analysis, Wholesale banking, Consulting, Credit analysis, Financial statement analysis"
Analyst-Supply Chain Analytics,Accenture,Mumbai,3-5,"IT Skills, Artificial Intelligence, Cloud, Supply chain, Publishing, Architecture, Consulting, Supply chain operations"
Analyst-Procure To Pay Processing,Accenture,Gurgaon/Gurugram,3-5,"IT Skills, Testing, Cloud, Procurement, Data management, Finance, Billing, Consulting"
Analyst - Risk Management,Morgan Stanley,Mumbai,2-6,"Change management, Automation, Manager Quality Assurance, Data management, Operational risk, Risk assessment, Risk management, Monitoring"
P & S Functional Analyst,Syngenta,Pune,4-8,"RF, project support, Debugging, Agile, Gap analysis, ITIL process, User acceptance testing, ABAP"
Global Mobility Analyst,Harsco Global Service Centre,Hyderabad/Secunderabad,3-7,"Administration, Data analysis, Payroll, Data validation, Data management, Billing, Oracle, Continuous improvement"
Regional Supply Chain Analyst,Becton Dickinson India Pvt Ltd,Gurgaon/Gurugram,6-11,"Supply chain, Excel, Supply Chain Analyst, Data management, ERP system, data mapping, data visualization, Macros"
Principal Sales Analyst Commercial Excellence,India Medtronic,Mumbai,6-11,"SFDC, Commercial, Salesforce effectiveness, Business Intelligence, Data Analysis, Market Intelligence, Data Analytics, Sales Analytics"
Analyst-Digital Marketing Analytics,Accenture,Mumbai,3-5,"Marketing analytics, Publishing, Data management, Web analytics, Architecture, Artificial Intelligence, Consulting, Digital marketing"
Analyst-Lending Operations,Accenture,Chennai,3-5,"Loans, Financial analysis, Wholesale banking, Financial planning, Consulting, Credit analysis, Financial statement analysis, Capital market"
Analyst-Lending Operations,Accenture,Chennai,3-5,"IT Skills, Cloud, Loans, Financial analysis, Consulting, Credit analysis, Financial statement analysis, Capital market"
Analyst-Lending Operations,Accenture,Chennai,3-5,"Loans, Financial analysis, Consulting, Credit analysis, Financial statement analysis, Capital market, mortgage underwriting, Financial services"
Analyst-Reporting,Accenture,Mumbai,3-5,"Visual Basic, Excel, Data management, Business reporting, Consulting, Management, Individual Contributor, Macros"
Analyst-Procure To Pay Processing,Accenture,Gurgaon/Gurugram,3-5,"IT Skills, Cloud, Procurement, Analyst, Financial analysis, data reporting, Billing, Consulting"
Analyst-Lending Operations,Accenture,Chennai,3-5,"IT Skills, Cloud, Finance, Consulting, Client relationship, Capital market, professional services, Individual Contributor"
Analyst-Reporting,Accenture,Mumbai,3-5,"IT Skills, Cloud, Tableau, Power BI, Visual Basic, Excel, Data management, Business reporting"
Analyst-Reporting,Accenture,Mumbai,3-5,"Visual Basic, Excel, Data management, Business reporting, Consulting, microsoft, Individual Contributor, Macros"
Analyst-Lending Operations,Accenture,Chennai,3-5,"IT Skills, Cloud, Business administration, Analytical skills, Wholesale banking, Consulting, Capital market, Individual Contributor"
Analyst-Supply chain planning,Accenture,Mumbai,3-5,"Supply chain, Content management, Publishing, Excel, Process orientation, Master data management, Consulting, Supply chain planning"
Lab Analyst,Environmental and Technical Research Centre,Lucknow,1-4,"Water testing, Chemistry, Chemical analysis, Microbiology, Site monitoring, Lab Analyst, Data interpretation, Auditing"
Scaled Abuse Analyst,Google,Hyderabad/Secunderabad,2-6,"data analysis, MapReduce, Hadoop, MySQL, SQL, communication, Automation, Manager Quality Assurance"
Research Analyst II,IHS Markit,Gurgaon/Gurugram,2-4,"global operations, Corporate actions, IHS, Customer support, Manager Quality Control, Subject Matter Expert, Vendor, data enrichment"
"Staff Analyst, Analytics",EA Games (Electronic Arts),Hyderabad,2-7,"Graphics, Product Analyst, QA, SQL queries, HTML, Stored procedures, Test cases, data visualization"
MBD Analyst,Satven,"Hyderabad/Secunderabad, Chennai",3-10,"Automobile Engineering, Simulation, Test Data, Vehicle Dynamics, Simulink, Physics, Matlab"
Risk Framework Analyst,Deutsche Bank,Mumbai,2-5,"Relationship management, Stress testing, Automation, SAS, Operational risk, Risk assessment, Agile, Data quality"
Market Risk Analyst,Deutsche Bank,Pune,2-5,"Data validation, MS Access, Project management, Financial risk, Diversity and Inclusion, Market risk, Agile, Data processing"
Market Risk Analyst,Deutsche Bank,Mumbai,2-5,"Data validation, MS Access, Project management, Financial risk, Diversity and Inclusion, Market risk, Agile, Data processing"
Global Operations Analyst - Transformers,Hitachi Energy,Chennai,3-8,"data cleansing, Publishing, Networking, Scheduling, Data quality, MS Office, Business intelligence, Operations"
Audit Analyst,EA Games (Electronic Arts),Hyderabad/Secunderabad,1-4,"Finance Manager, Internal Control, Data Analysis, Mobile Phones, Management, Accounts Receivable, Machine Learning, Risk Management"
Quality Analyst,"PerkinElmer, Inc.",Hyderabad/Secunderabad,1-5,"Supervisor, Analyst, Chemical, Quality Analyst, Investigation, Workflow, environment health safety, data integrity"
Supply Chain Analyst(DM/M),moglix,Noida,1-3,"Supply chain, Data analysis, Supply Chain Analyst, Excel, MIS, SCM, Monitoring, SQL"
QC Analyst - MySQL Coding & MIS QC Analysis (BFSI),Muthoot Microfin,"Kochi/Cochin, Ernakulam",7-12,"SQL Server, Analytics, Advanced Analytics, MySQL, Data Analytics, Power Bi, SQL Server Administration, Advanced Excel"
Business Analyst - Capital Market/Investment Banking Domain,Capco,Mumbai,3-7,"Capital Market, Investment Banking, Excel, Financial Services, Compliance, Finance, Data Analysis, Asset Management"
"AVP, Capital and Liquidity Management Analyst",Deutsche Bank,Mumbai,5-10,"Front office, Data analysis, C++, Operations research, Consulting, Liquidity management, model development, MATLAB"
FP&A Analyst,Philips,Chennai,3-6,"Analyst, Interpersonal skills, Idea generation, CMA, Technology solutions, SCM, Stakeholder management, Manufacturing operations"
Knowledge Management Analyst,Jacobs,Gurgaon/Gurugram,2-5,"Administration, Data analysis, Bidding, Lead Solution Architect, power bi, microsoft azure, MS Office, Sharepoint"
Business and Sales Support Analyst,Deutsche Bank,Mumbai,1-4,"Analyst, Sales, Sales Support Analyst, Diversity and Inclusion, Banking, Business management, Cash management, market data"
Commercial Analyst (Reporting & Pricing),Thomson Reuters,Hyderabad/Secunderabad,2-5,"IT Skills, Project Management, BPO, data entry, project management, SAP, Data management, Contract management"
Analyst - Operational Analytics (Immediate joiners),Delhivery,Gurgaon/Gurugram,2-7,"Advanced Excel, Data Analyst, SQL, Python"
Valuations Analyst - NCT,Deutsche Bank,Mumbai,2-4,"Analyst, Front office, Analytical, Diversity and Inclusion, Standard operating procedures, market data, QlikView, Training and Development"
Analyst,General Mills,Mumbai,2-7,"Supply chain, Data validation, Publishing, Business analysis, Project management, Analytical, Operations, Analytics"
"Quality Control Analyst, Climate Solutions",Morningstar,Mumbai,2-6,"RCA, Root cause analysis, Manager Quality Assurance, Quality Control Analyst, QMS, Data quality, ICT, Research"
"Staff Analyst, Analytics",EA Games (Electronic Arts),Hyderabad,2-5,"R, SPSS, SAS, HiveQL, Microstrategy, written, mining, Hadoop"
Network Support Analyst,NTT DATA,Noida,3-8,"Wireless, data services, Network design, Networking, Consulting, LAN, Information technology, cisco"
Security Analysis Analyst,NTT DATA,Noida,2-5,"Active Directory, information gathering, analytical, BMC Remedy, Business process, IT services, Service management, Automation"
Network Support Analyst,NTT DATA,Noida,1-4,"IT Skills, Cloud, Business process, IT services, Computer science, Automation, data services, Networking"
Technical Analyst,Morgan Stanley,Mumbai,8-13,"Wealth management, Business analysis, Data modeling, Agile, Investment banking, Investment management, Risk management, Operations"
Analyst,UnitedLex Corporation,Gurgaon/Gurugram,1-3,"IT Skills, Azure, BPO, Data analysis, Enterprise applications, Process improvement, Information security, ISO 27001"
Business Analyst,Pratham Software Pvt. Ltd.,Jaipur,1-4,"Agile, presentation, Scrum, Data Analysis, communication, modeling, User Acceptance Testing, Business process"
Research Analyst II - Automotive Aftermarket,IHS Markit,Gurgaon/Gurugram,3-6,"Data analysis, Aerospace, IHS, Analytical, HTTP, Data Analyst, Research Analyst, Automotive"
Business Analyst,Hungry Bird Consulting Services Pvt Ltd.,Hyderabad/Secunderabad,0-3,"Marketing Strategy, Report Preparation, business analysis, Sales Management, CRM, Business Strategy, Leadership, data security"
Analyst,CHAI,Bhopal,2-6,"IT Skills, Program Management, Supply chain, Computer science, Operations research, Excel, Pharma, Consulting"
"Business Analyst, Service and Solutions Delivery",Philips,Pune,3-7,"Computer science, Data management, BIOS, Analytical, Data collection, Data quality, Data mining, Business intelligence"
Systems Integration Analyst,NTT DATA,Noida,2-5,"IT Skills, Cloud, IT services, Business process, Capacity management, Analyst, Automation, data services"
Lab Analyst,Environmental and Technical Research Centre,Lucknow,1-5,"Chemical analysis, Site monitoring, Lab Analyst, Auditing, Data interpretation, Testing"
INFSEC Analyst,Deutsche Bank,Pune,4-7,"Relationship management, Data management, ISO, Information security, Analytical, Management, Business strategy, Security operations"
Market Risk Analyst,Deutsche Bank,Pune,2-5,"C++, SAS, MS Access, Senior Analyst, Coding, Market risk, Data quality, Market Risk Analyst"
Oracle financials technical Associate / Analyst / Lead,Emicon Advisory Services,Mohali,2-7,"Communication, Oracle, Oracle E, PL / SQL, OAF, Oral, Business Suite, Written"
Urgent opening For AI Practitioner,Wipro,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",11-21,"deep learning, python, tensorflow, Natural Language Processing, machine learning, R, Java, UML"
Primary Market Research,Netscribes,"Kolkata, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",0-5,"cati, Quantitative Analysis, primary market research"
Genpact Hiring For AWS Developers - PAN India,Genpact,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",5-10,"AWS, SQL, S3, Pyspark, Aws Lambda, AWS Redshift, Spark, Athena"
GCP DevOps,Mindtree,"Noida, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-10,"kubernetes, devops, GCP Infra, IT Skills, Data Science, Cloud, Jenkins, terraform"
Cloud Specialist (SRE),UPL,"Bangalore/Bengaluru, Mumbai (All Areas)",7-12,"python, design patterns, CI/CD, architecture, ml, IT Skills, Testing, Data Science"
Cloud Strategy and Assessment Cloud Operations Administrator,Accenture,Bangalore/Bengaluru,4-6,"Data modeling, Consulting, Billing, Business intelligence, Troubleshooting, Qlikview, excel, BigQuery"
Apache Spark Application Developer,Accenture,Bangalore/Bengaluru,6-8,"Business process, spark, Consulting, software quality, Continuous improvement, professional services, Management"
Apache Spark Application Developer,Accenture,Bangalore/Bengaluru,4-6,"Business process, spark, Consulting, software quality, Continuous improvement, software development, Apache Spark, communication"
Software Developer_Python,Siemens,Bangalore/Bengaluru,2-5,"Computer science, Software design, Linux, Coding, Consulting, Test cases, Business intelligence, Troubleshooting"
Application Developer,Accenture Solutions Pvt Ltd,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",3-8,"GCP, Agile methodology, Cloud dataflow, Python scripting, Google data studio, Google Cloud, Google data fusion, Big Query"
AWS BigData Application Developer,Accenture,Bangalore/Bengaluru,2-4,"Consulting, Agile, Scrum, JIRA, Python, PyS, Docker, CloudFormation"
Python Developer,Siemens,Bangalore/Bengaluru,3-7,"DTS, Application programming, Consulting, Machine learning, Agile, Healthcare, Scrum, JIRA"
Intern Content Marketing,Analyttica Datalab Pvt. Ltd.,Bangalore/Bengaluru,0-0,"Content Writing, Social Media, SEO, Marketing"
Informatica MDM Consultant,Genpact,"Hyderabad/Secunderabad, Bangalore/Bengaluru",7-10,"PLSQL, Informatica Mdm, Informatica Master Data Management, Java, Oracle, ETL, informatica, SQL"
BA - Risk & Compliance,Wipro,"Pune, Bangalore/Bengaluru",4-9,"Risk, Business Analysis, compliance, IT Skills, Testing, AML compliance, it business analysis, Fraud Analysis"
Intern,GSK India,Bangalore/Bengaluru,0-1,"Procurement, Usage, Process improvement, devops, Healthcare, Genetics, HR, PWD"
"Fullstack Python Integrator with UI Tkinter, Angular",Siemens,Bangalore/Bengaluru,4-9,"Backend, Front end, Django, Consulting, Machine learning, Agile, Data processing, Scrum"
Python/Django Developer,Startxlabs Technologies OPC Pvt Ltd,Gurgaon/Gurugram,0-4,"Deployment, Django, Rest Api Development, MySQL, Python, IT Skills, Testing, Cloud"
Sr AI Engineer,Megma Services,Bangalore/Bengaluru,4-9,"AI, DSP, CNN, PyTorch, Image processing, Computer Vision, GPU, Deep Learning"
"Adv. BA II, Eng Services",Invesco,Hyderabad/Secunderabad,5-10,"Business Analysis, Software Development, Life Cycle, Data mapping, Agile, Scrum, Testing"
Junior Analyst - Presales,Damco,Delhi,1-3,"software estimation, proposal writing, agile, data modeling, software frameworks, SCRUM, Software project, PGDCA"
"Lead Software Engineer , CDP",Nike India,Bangalore/Bengaluru,1-7,"Computer science, Automation, orchestration, Data management, Data modeling, Adobe, Analytics, Downstream"
Lead Software Engineer,Nike India,Bangalore/Bengaluru,2-8,"Automation, Software design, Supply chain management, SAP APO, Debugging, Test planning, Scrum, software quality"
Lead Software Engineer,Nike India,Bangalore/Bengaluru,8-13,"Computer science, Digital media, Data analysis, orchestration, digital asset management, MySQL, Agile, MongoDB"
"Lead Software Engineer, Quality (Inventory Planning)",Nike India,Bangalore/Bengaluru,2-8,"Automation, Software design, Supply chain management, SAP APO, Debugging, Test planning, Scrum, software quality"
Software Lead Engineer,ASSA ABLOY Opening Solutions,Chennai,9-14,"Computer science, Web technologies, Enterprise applications, MySQL, Agile, Test cases, JIRA, Information technology"
